Movie name,Release Year,Predicted_Label,runtime,genres,belongs_to_collection,budget,revenue,vote_average,vote_count,popularity,production_companies
Freaky Friday,2003,Lingering,97.0,"[{'id': 35, 'name': 'Comedy'}]",,26000000.0,110230332.0,6.0,919.0,7.867999,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Gunn Films', 'id': 3538}, {'name': 'Casual Friday Productions', 'id': 93528}]"
My Own Private Idaho,1991,Lingering,104.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,2500000.0,0.0,7.1,218.0,7.289727,"[{'name': 'Fine Line Features', 'id': 8}]"
GoodFellas,1990,Enjoyable,145.0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",,25000000.0,46836394.0,8.2,3211.0,15.424092,"[{'name': 'Winkler Films', 'id': 8880}]"
Thelma & Louise,1991,Enjoyable,130.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 12, 'name': 'Adventure'}]",,16000000.0,45361000.0,7.2,766.0,14.785388,"[{'name': 'Pathé Entertainment', 'id': 841}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Star Partners III Ltd.', 'id': 21854}]"
Candyman,1992,Enjoyable,99.0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","{'id': 98580, 'name': 'Candyman Collection', 'poster_path': '/7yGuKyI0YOBZcOcfwP90WkAbwgD.jpg', 'backdrop_path': '/hJjCx4njVdHJobhvr84e5J6MgTw.jpg'}",6000000.0,25792310.0,6.2,303.0,12.721362,"[{'name': 'Propaganda Films', 'id': 278}, {'name': 'TriStar Pictures', 'id': 559}, {'name': 'PolyGram Filmed Entertainment', 'id': 1382}]"
Oceanâ??s Eleven,2001,Lingering,116.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","{'id': 304, 'name': ""Ocean's Collection"", 'poster_path': '/rMWeMGBftk6IxNW5mJVH8ZXAvuq.jpg', 'backdrop_path': '/vxmFb03PyjycekffLqXqFibbCzx.jpg'}",85000000.0,450717150.0,7.2,3857.0,12.114932,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Section Eight', 'id': 129}, {'name': 'NPV Entertainment', 'id': 172}, {'name': 'Jerry Weintraub Productions', 'id': 2596}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'WV Films II', 'id': 24939}]"
Hocus Pocus,1993,Lingering,96.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",,28000000.0,39514713.0,6.5,491.0,10.390708,"[{'name': 'Walt Disney Pictures', 'id': 2}]"
Clueless,1995,Enjoyable,97.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,12000000.0,0.0,6.9,828.0,9.882383,"[{'name': 'Paramount Pictures', 'id': 4}]"
Edward Scissorhands,1990,Enjoyable,105.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,20000000.0,53000000.0,7.5,3731.0,17.612244,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]"
Spider-Man 2,2004,Enjoyable,127.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]","{'id': 556, 'name': 'Spider-Man Collection', 'poster_path': '/aNknE3vw8QC5gDHBRYpOz9gzuPc.jpg', 'backdrop_path': '/waZqriYTuBE3WqXI3SDGi3kfDQE.jpg'}",200000000.0,783766341.0,6.7,4432.0,10.834506,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Laura Ziskin Productions', 'id': 326}, {'name': 'Marvel Enterprises', 'id': 19551}]"
When Harry Met Sallyâ?¦,1989,Lingering,96.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,16000000.0,92823546.0,7.3,974.0,8.34322,"[{'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'Nelson Entertainment', 'id': 365}]"
The SpongeBob SquarePants Movie,2004,Enjoyable,87.0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","{'id': 275402, 'name': 'SpongeBob Collection', 'poster_path': '/zv4VJSaq39RNAshQOHtUANdZmAG.jpg', 'backdrop_path': '/uDbMvHRX0LMUxmsMyOOrPeLYHO5.jpg'}",30000000.0,140161792.0,6.7,593.0,11.213712,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Nickelodeon Movies', 'id': 2348}, {'name': 'United Plankton Pictures', 'id': 8921}]"
Blade Runner,1982,Lingering,117.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","{'id': 422837, 'name': 'Blade Runner Collection', 'poster_path': '/foT46aJ7QPUFDl3CK8ArDl0JaZX.jpg', 'backdrop_path': '/57zhlMYblPute6qb8v16ZmGSPVv.jpg'}",28000000.0,33139618.0,7.9,3833.0,96.272374,"[{'name': 'Shaw Brothers', 'id': 5798}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'The Ladd Company', 'id': 7965}]"
The Craft,1996,Enjoyable,101.0,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,15000000.0,24769466.0,6.3,388.0,12.860385,"[{'name': 'Columbia Pictures', 'id': 5}]"
Jurassic Park,1993,Enjoyable,127.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]","{'id': 328, 'name': 'Jurassic Park Collection', 'poster_path': '/qIm2nHXLpBBdMxi8dvfrnDkBUDh.jpg', 'backdrop_path': '/pJjIH9QN0OkHFV9eue6XfRVnPkr.jpg'}",63000000.0,920100000.0,7.6,4956.0,8.863776,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Amblin Entertainment', 'id': 56}]"
American Beauty,1999,Enjoyable,122.0,"[{'id': 18, 'name': 'Drama'}]",,15000000.0,356296601.0,7.9,3438.0,20.726578,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Jinks/Cohen Company', 'id': 2721}]"
Psycho,1960,Enjoyable,109.0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","{'id': 119674, 'name': 'Psycho Collection', 'poster_path': '/29pDqAgmb4idzWzuZncoT7LZplA.jpg', 'backdrop_path': '/bPQZkZjNnsYuPZWzoRRl9k0VSQ8.jpg'}",806948.0,32000000.0,8.3,2405.0,36.826309,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Shamley Productions', 'id': 10717}]"
Legally Blonde,2001,Enjoyable,96.0,"[{'id': 35, 'name': 'Comedy'}]","{'id': 86024, 'name': 'Legally Blonde Collection', 'poster_path': '/kupFjC97HLSqG5CX47NsTJNEyAs.jpg', 'backdrop_path': '/aabPyPAA6E8hJ7tUipwunr3Itzb.jpg'}",18000000.0,141774679.0,6.2,908.0,12.769371,"[{'name': 'Marc Platt Productions', 'id': 2527}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]"
Bridget Jonesâ??s Diary,2001,Enjoyable,97.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]","{'id': 8936, 'name': 'Bridget Jones Collection', 'poster_path': '/fB3BE3TL85Wh7dxNJf226IYQCp.jpg', 'backdrop_path': '/jiS4x140miaEH524CAFTvuxrcZ1.jpg'}",25000000.0,281929795.0,6.6,1397.0,10.780524,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Studio Canal', 'id': 5870}, {'name': 'Working Title Films', 'id': 10163}, {'name': 'Little Bird', 'id': 11358}]"
Shark Tale,2004,Enjoyable,90.0,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",,75000000.0,367275019.0,5.8,1612.0,17.999273,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Pacific Data Images (PDI)', 'id': 520}, {'name': 'DreamWorks Animation', 'id': 521}]"
Scooby-Doo 2: Monsters Unleashed,2004,Enjoyable,93.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]","{'id': 86860, 'name': 'Scooby-Doo Collection', 'poster_path': '/YAuhbJKSG1R42QHJmbGsNQ80Fd.jpg', 'backdrop_path': '/aj598PG0VipBkiQXtikXdX5jRR4.jpg'}",0.0,181466833.0,5.4,519.0,7.65458,"[{'name': 'Mosaic Media Group', 'id': 748}, {'name': 'Warner Bros.', 'id': 6194}]"
Showgirls,1995,Enjoyable,128.0,"[{'id': 18, 'name': 'Drama'}]","{'id': 247294, 'name': 'Showgirls Collection', 'poster_path': '/lXpCjeuKtzkckXkam8sgOaaTOhc.jpg', 'backdrop_path': '/nKMLBnDGCPdHipJs0Xk8NzNmLFS.jpg'}",45000000.0,20350754.0,4.9,261.0,17.502375,"[{'name': 'United Artists', 'id': 60}, {'name': 'Le Studio Canal+', 'id': 183}, {'name': 'Carolco Pictures', 'id': 14723}]"
Ghost World,2001,Lingering,111.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,7000000.0,0.0,7.1,433.0,5.460971,"[{'name': 'United Artists', 'id': 60}, {'name': 'Jersey Films', 'id': 216}, {'name': 'Granada Film Productions', 'id': 247}, {'name': 'Capitol Films', 'id': 826}, {'name': 'Mr. Mudd Production', 'id': 2130}]"
Eternal Sunshine of the Spotless Mind,2004,Lingering,108.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,20000000.0,72258126.0,7.9,3758.0,12.906327,"[{'name': 'Anonymous Content', 'id': 10039}, {'name': 'This Is That Productions', 'id': 10059}, {'name': 'Focus Features', 'id': 10146}]"
The Mummy,1999,Enjoyable,124.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]","{'id': 1733, 'name': 'The Mummy Collection', 'poster_path': '/4UMn5KmXopgpkC862Ms3t5j1sXl.jpg', 'backdrop_path': '/1BeKi6IytbfQlQocJSvP2k6sO1a.jpg'}",80000000.0,415885488.0,6.6,2796.0,23.984065,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Alphaville Films', 'id': 11462}]"
Four Weddings and a Funeral,1994,Enjoyable,117.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,6000000.0,254700832.0,6.6,654.0,8.990345,"[{'name': 'Channel Four Films', 'id': 181}, {'name': 'PolyGram Filmed Entertainment', 'id': 1382}, {'name': 'Working Title Films', 'id': 10163}]"
Adaptation.,2002,Enjoyable,114.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,19000000.0,32801173.0,7.3,649.0,11.624481,"[{'name': 'Beverly Detroit', 'id': 267}, {'name': 'Propaganda Films', 'id': 278}, {'name': 'Clinica Estetico', 'id': 1274}, {'name': 'Intermedia', 'id': 8856}, {'name': 'Good Machine', 'id': 10565}, {'name': 'Magnet Productions', 'id': 23227}]"
Before Sunset,2004,Enjoyable,80.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","{'id': 123800, 'name': 'Before... Collection', 'poster_path': '/giaxAC74fht0LVQ4WKVoDzLM2Iy.jpg', 'backdrop_path': '/wtNugZq8ZzBYwPIh3VoNUJdkBWG.jpg'}",2700000.0,15992615.0,7.6,734.0,7.048957,"[{'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'Detour Film Production', 'id': 98}, {'name': 'Warner Independent Pictures (WIP)', 'id': 11509}]"
Un Chien Andalou,1929,Enjoyable,16.0,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",,0.0,0.0,7.5,256.0,6.051472,"[{'name': 'Luis Buñuel', 'id': 85822}]"
Three Colors: Blue,1993,Lingering,98.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 9648, 'name': 'Mystery'}]","{'id': 131, 'name': 'Three Colors Collection', 'poster_path': '/rVdd23QuT5rHX7lZvuAkRRUkeCZ.jpg', 'backdrop_path': '/AeHExfHIl70SZCea907KfEoSkfJ.jpg'}",0.0,0.0,7.7,311.0,8.843517,"[{'name': 'France 3 Cinéma', 'id': 591}, {'name': 'CED Productions', 'id': 1610}]"
13 Going on 30,2004,Enjoyable,98.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",,37000000.0,96455697.0,6.3,1260.0,12.632595,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Revolution Studios', 'id': 497}, {'name': 'Thirteen Productions', 'id': 19636}]"
An American Werewolf in London,1981,Enjoyable,97.0,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",,10000000.0,31973249.0,7.2,571.0,13.390802,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Guber/Peters Company', 'id': 276}, {'name': 'American Werewolf Inc.', 'id': 606}, {'name': 'Lyncanthrope Films', 'id': 607}]"
Central Station,1998,Lingering,113.0,"[{'id': 18, 'name': 'Drama'}]",,2900000.0,5596708.0,7.6,132.0,4.919716,"[{'name': 'MACT Productions', 'id': 393}, {'name': 'Videofilms', 'id': 394}, {'name': 'Riofilm', 'id': 395}]"
10 Things I Hate About You,1999,Enjoyable,97.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,16000000.0,53478166.0,7.3,1768.0,12.069966,"[{'name': 'Mad Chance', 'id': 1757}, {'name': 'Jaret Entertainment', 'id': 1783}, {'name': 'Touchstone Pictures', 'id': 9195}]"
High Fidelity,2000,Enjoyable,113.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10402, 'name': 'Music'}]",,30000000.0,47126295.0,7.0,636.0,8.524956,"[{'name': 'Buena Vista', 'id': 32}, {'name': 'Touchstone Pictures', 'id': 9195}]"
Spider-Man,2002,Enjoyable,121.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]","{'id': 556, 'name': 'Spider-Man Collection', 'poster_path': '/aNknE3vw8QC5gDHBRYpOz9gzuPc.jpg', 'backdrop_path': '/waZqriYTuBE3WqXI3SDGi3kfDQE.jpg'}",139000000.0,821708551.0,6.8,5398.0,29.413341,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Marvel Enterprises', 'id': 19551}]"
Signs,2002,Enjoyable,106.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",,72000000.0,408247917.0,6.4,1624.0,11.211568,"[{'name': 'Kennedy/Marshall Company, The', 'id': 7383}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Blinding Edge Pictures', 'id': 12236}]"
My Own Private Idaho,1991,Enjoyable,104.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,2500000.0,0.0,7.1,218.0,7.289727,"[{'name': 'Fine Line Features', 'id': 8}]"
The Virgin Suicides,1999,Enjoyable,97.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,6000000.0,10409377.0,7.1,841.0,10.505387,"[{'name': 'American Zoetrope', 'id': 70}]"
Interview with the Vampire,1994,Lingering,123.0,"[{'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}]","{'id': 217704, 'name': 'The Vampire Chronicles', 'poster_path': '/1Iop0dywqQeD5Mm7oRVR8vZ8gkj.jpg', 'backdrop_path': '/5margBoJC97ZrciVpAUc0PiY6Rc.jpg'}",60000000.0,223664608.0,7.2,1558.0,11.970205,"[{'name': 'Geffen Pictures', 'id': 360}]"
But Iâ??m a Cheerleader,1999,Enjoyable,85.0,"[{'id': 35, 'name': 'Comedy'}]",,1200000.0,2600000.0,6.5,101.0,4.928139,"[{'name': 'Ignite Entertainment', 'id': 4131}]"
Notting Hill,1999,Enjoyable,124.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,42000000.0,363889678.0,7.0,1309.0,9.874043,"[{'name': 'Bookshop Productions', 'id': 282}, {'name': 'Notting Hill Pictures', 'id': 283}, {'name': 'Working Title Films', 'id': 10163}, {'name': 'Polygram Filmed Entertainment', 'id': 31080}]"
Top Gun,1986,Enjoyable,110.0,"[{'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",,15000000.0,356830601.0,6.7,1736.0,20.301019,"[{'name': 'Paramount Pictures', 'id': 4}]"
Psycho,1960,Lingering,109.0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","{'id': 119674, 'name': 'Psycho Collection', 'poster_path': '/29pDqAgmb4idzWzuZncoT7LZplA.jpg', 'backdrop_path': '/bPQZkZjNnsYuPZWzoRRl9k0VSQ8.jpg'}",806948.0,32000000.0,8.3,2405.0,36.826309,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Shamley Productions', 'id': 10717}]"
Mulholland Drive,2001,Enjoyable,147.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",,15000000.0,20117339.0,7.7,1517.0,18.184056,"[{'name': 'Asymmetrical Productions', 'id': 373}, {'name': 'Les Films Alain Sarde', 'id': 635}, {'name': 'Babbo Inc.', 'id': 636}, {'name': 'The Picture Factory', 'id': 637}, {'name': 'Canal+', 'id': 5358}]"
The Red Shoes,1948,Enjoyable,133.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,500000.0,0.0,8.2,124.0,10.44551,"[{'name': 'The Archers', 'id': 11382}, {'name': 'Independent Producers', 'id': 14029}]"
Clue,1985,Enjoyable,94.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",,15000000.0,14643997.0,7.1,377.0,7.720009,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Debra Hill Productions', 'id': 498}, {'name': 'PolyGram Filmed Entertainment', 'id': 1382}, {'name': 'The Guber-Peters Company', 'id': 4357}]"
Kill Bill: Vol. 1,2003,Lingering,111.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]","{'id': 2883, 'name': 'Kill Bill Collection', 'poster_path': '/tf1nUtw3LJGUGv1EFFi23iz6ngr.jpg', 'backdrop_path': '/oCLKNACMNrEf4T1EP6BpMXDl5m1.jpg'}",30000000.0,180949000.0,7.7,5091.0,25.261865,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'A Band Apart', 'id': 59}, {'name': 'Super Cool ManChu', 'id': 39121}]"
The Polar Express,2004,Enjoyable,100.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",,165000000.0,305875730.0,6.4,1524.0,14.27536,"[{'name': 'Golden Mean', 'id': 1867}, {'name': 'Playtone', 'id': 4171}, {'name': 'ImageMovers', 'id': 11395}]"
A Few Good Men,1992,Enjoyable,138.0,"[{'id': 18, 'name': 'Drama'}]",,40000000.0,243240178.0,7.1,899.0,12.330249,"[{'name': 'David Brown Productions', 'id': 903}]"
Harry Potter and the Prisoner of Azkaban,2004,Enjoyable,141.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]","{'id': 1241, 'name': 'Harry Potter Collection', 'poster_path': '/8Xmkc1HvCOpMlbFvVabrtr6HAsp.jpg', 'backdrop_path': '/wfnMt6LGqYHcNyOfsuusw5lX3bL.jpg'}",130000000.0,789804554.0,7.7,6037.0,28.460276,"[{'name': '1492 Pictures', 'id': 436}, {'name': 'Heyday films', 'id': 437}, {'name': 'Warner Bros.', 'id': 6194}]"
The Apartment,1960,Lingering,125.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,3000000.0,25000000.0,8.1,498.0,11.994281,"[{'name': 'United Artists', 'id': 60}, {'name': 'The Mirisch Company', 'id': 11241}]"
Moulin Rouge!,2001,Lingering,127.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",,52500000.0,179213434.0,7.4,1348.0,13.691781,"[{'name': 'Bazmark Films', 'id': 240}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]"
The Lord of the Rings: The Fellowship of the Ring,2001,Enjoyable,178.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]","{'id': 119, 'name': 'The Lord of the Rings Collection', 'poster_path': '/p4UokEk2XnjjRTdXGe6DLYXlbI1.jpg', 'backdrop_path': '/bccR2CGTWVVSZAG0yqmy3DIvhTX.jpg'}",93000000.0,871368364.0,8.0,8892.0,32.070725,"[{'name': 'WingNut Films', 'id': 11}, {'name': 'New Line Cinema', 'id': 12}, {'name': 'The Saul Zaentz Company', 'id': 5237}]"
Itâ??s a Wonderful Life,1946,Enjoyable,130.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",,3180000.0,9644124.0,8.0,1103.0,15.031588,"[{'name': 'RKO Radio Pictures', 'id': 6}, {'name': 'Liberty Films (II)', 'id': 11770}]"
10 Things I Hate About You,1999,Enjoyable,97.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,16000000.0,53478166.0,7.3,1768.0,12.069966,"[{'name': 'Mad Chance', 'id': 1757}, {'name': 'Jaret Entertainment', 'id': 1783}, {'name': 'Touchstone Pictures', 'id': 9195}]"
Heat,1995,Lingering,170.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,60000000.0,187436818.0,7.7,1886.0,17.924927,"[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'Forward Pass', 'id': 675}, {'name': 'Warner Bros.', 'id': 6194}]"
Velvet Goldmine,1998,Lingering,119.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",,0.0,1053788.0,6.9,119.0,16.5293,"[{'name': 'Channel Four Films', 'id': 181}, {'name': 'Single Cell Pictures', 'id': 279}, {'name': 'Newmarket Capital Group', 'id': 506}, {'name': 'Goldwyn Films', 'id': 720}, {'name': 'Killer Films', 'id': 1422}, {'name': 'Zenith Entertainment', 'id': 3644}, {'name': 'Miramax', 'id': 53009}]"
The Parent Trap,1998,Enjoyable,127.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",,0.0,0.0,6.8,768.0,7.768828,"[{'name': 'Walt Disney Pictures', 'id': 2}]"
Pulp Fiction,1994,Enjoyable,154.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",,8000000.0,213928762.0,8.3,8670.0,140.950236,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'A Band Apart', 'id': 59}, {'name': 'Jersey Films', 'id': 216}]"
When Harry Met Sallyâ?¦,1989,Lingering,96.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,16000000.0,92823546.0,7.3,974.0,8.34322,"[{'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'Nelson Entertainment', 'id': 365}]"
Jurassic Park,1993,Forgettable,127.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]","{'id': 328, 'name': 'Jurassic Park Collection', 'poster_path': '/qIm2nHXLpBBdMxi8dvfrnDkBUDh.jpg', 'backdrop_path': '/pJjIH9QN0OkHFV9eue6XfRVnPkr.jpg'}",63000000.0,920100000.0,7.6,4956.0,8.863776,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Amblin Entertainment', 'id': 56}]"
Batman,1966,Enjoyable,105.0,"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 80, 'name': 'Crime'}]",,1377800.0,0.0,6.1,209.0,8.991532,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'DC Comics', 'id': 429}, {'name': 'William Dozier Productions', 'id': 1188}, {'name': 'Greenlawn Productions', 'id': 1189}]"
Requiem for a Dream,2000,Lingering,102.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,4500000.0,7390108.0,7.9,2525.0,6.874828,"[{'name': 'Artisan Entertainment', 'id': 2188}]"
The Matrix,1999,Forgettable,136.0,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]","{'id': 2344, 'name': 'The Matrix Collection', 'poster_path': '/lh4aGpd3U9rm9B8Oqr6CUgQLtZL.jpg', 'backdrop_path': '/RhUxjzNojIJsdZSYTn0CQvdKsn.jpg'}",63000000.0,463517383.0,7.9,9079.0,33.366332,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Groucho II Film Partnership', 'id': 372}, {'name': 'Silver Pictures', 'id': 1885}, {'name': 'Warner Bros.', 'id': 6194}]"
Before Sunset,2004,Enjoyable,80.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","{'id': 123800, 'name': 'Before... Collection', 'poster_path': '/giaxAC74fht0LVQ4WKVoDzLM2Iy.jpg', 'backdrop_path': '/wtNugZq8ZzBYwPIh3VoNUJdkBWG.jpg'}",2700000.0,15992615.0,7.6,734.0,7.048957,"[{'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'Detour Film Production', 'id': 98}, {'name': 'Warner Independent Pictures (WIP)', 'id': 11509}]"
The Cabinet of Dr. Caligari,1920,Enjoyable,78.0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",,18000.0,0.0,7.7,279.0,7.191271,"[{'name': 'Decla Film Gesellschaft Holz & Co.', 'id': 55}]"
